width,p,seed,lambda_max,n_pos,lyap_dim
64,1.3275862068965516,12,-0.4780295595561594,0,0.0
64,1.3275862068965516,13,-1.0869215261741212,0,0.0
64,1.3275862068965516,14,-0.008114889682927477,0,0.0
64,1.3275862068965516,15,-0.08065556708219396,0,0.0
64,1.3275862068965516,16,-0.05816791837050769,0,0.0
64,1.3275862068965516,17,-0.23300947485007975,0,0.0
64,1.3275862068965516,18,-2.4346944516791558,0,0.0
64,1.3275862068965516,19,0.002899295248576614,64,64.0
64,1.4310344827586206,0,-0.3653353493660505,0,0.0
64,1.4310344827586206,1,-1.2044545221517482,0,0.0
64,1.4310344827586206,2,-0.10456524010399215,0,0.0
64,1.4310344827586206,3,0.04651928167145475,64,64.0
64,1.4310344827586206,4,0.00027027933360520813,64,64.0
64,1.4310344827586206,5,-0.13463250966964657,0,0.0
64,1.4310344827586206,6,0.00041062150721881806,64,64.0
64,1.4310344827586206,7,0.0002124404383077903,64,64.0
64,1.4310344827586206,8,-0.054995428049959084,0,0.0
64,1.4310344827586206,9,-1.5466343127437743,0,0.0
64,1.4310344827586206,10,0.007016746213379783,64,64.0
64,1.4310344827586206,11,3.648819920479067e-05,64,64.0
64,1.4310344827586206,12,-0.7020922135629233,0,0.0
64,1.4310344827586206,13,-1.1114779415613214,0,0.0
64,1.4310344827586206,14,-0.007191673756209643,0,0.0
64,1.4310344827586206,15,-0.06790481818793584,0,0.0
64,1.4310344827586206,16,0.008431228235445063,64,64.0
64,1.4310344827586206,17,-0.26330806816119917,0,0.0
64,1.4310344827586206,18,-2.7616613374816876,0,0.0
64,1.4310344827586206,19,0.0019116435497324741,64,64.0
64,1.5344827586206897,0,-0.4077033222143345,0,0.0
64,1.5344827586206897,1,-1.2610530390152581,0,0.0
64,1.5344827586206897,2,0.030098645106308778,64,64.0
64,1.5344827586206897,3,0.023545848259255413,64,64.0
64,1.5344827586206897,4,0.00037707046097620086,64,64.0
64,1.5344827586206897,5,-0.12204639188882324,0,0.0
64,1.5344827586206897,6,0.0001370957334186159,64,64.0
64,1.5344827586206897,7,0.00012974492240037437,64,64.0
64,1.5344827586206897,8,-0.03297405427600165,0,0.0
64,1.5344827586206897,9,-1.6240436396414815,0,0.0
64,1.5344827586206897,10,0.002415376952846591,64,64.0
64,1.5344827586206897,11,1.634063057731876e-05,64,64.0
64,1.5344827586206897,12,-0.7691335224438942,0,0.0
64,1.5344827586206897,13,-1.1473699098980639,0,0.0
64,1.5344827586206897,14,-0.006493684230524659,0,0.0
64,1.5344827586206897,15,-0.0557813043681496,0,0.0
64,1.5344827586206897,16,0.003813843320766765,64,64.0
64,1.5344827586206897,17,-0.2911786247040983,0,0.0
64,1.5344827586206897,18,-3.034633258429914,0,0.0
64,1.5344827586206897,19,0.0011483486824793178,64,64.0
64,1.6379310344827587,0,-0.43557610883077696,0,0.0
64,1.6379310344827587,1,-1.3365967042994806,0,0.0
64,1.6379310344827587,2,-0.1738985242909261,0,0.0
64,1.6379310344827587,3,0.015492842435293872,64,64.0
64,1.6379310344827587,4,5.4151494838344356e-05,64,64.0
64,1.6379310344827587,5,-0.1225623395964931,0,0.0
64,1.6379310344827587,6,5.7214162140532085e-05,64,64.0
64,1.6379310344827587,7,7.907453520849307e-05,64,64.0
64,1.6379310344827587,8,-0.07361356350923755,0,0.0
64,1.6379310344827587,9,-1.6868822283082503,0,0.0
64,1.6379310344827587,10,0.0010050615084210143,64,64.0
64,1.6379310344827587,11,7.389443916562781e-06,64,64.0
64,1.6379310344827587,12,-0.8411482498824617,0,0.0
64,1.6379310344827587,13,-1.1519574717655037,0,0.0
64,1.6379310344827587,14,-0.005948298715790504,0,0.0
64,1.6379310344827587,15,-0.058582325154503734,0,0.0
64,1.6379310344827587,16,0.001998190193587742,64,64.0
64,1.6379310344827587,17,-0.32227547190939193,0,0.0
64,1.6379310344827587,18,-3.2785849487773526,0,0.0
64,1.6379310344827587,19,0.0005627677894134195,64,64.0
64,1.7413793103448276,0,-0.535258966928402,0,0.0
64,1.7413793103448276,1,-1.400260611470533,0,0.0
64,1.7413793103448276,2,-0.0021953174273131744,0,0.0
64,1.7413793103448276,3,0.010927706088660867,64,64.0
64,1.7413793103448276,4,0.0003534229763534838,64,64.0
64,1.7413793103448276,5,-0.09172473042869012,0,0.0
64,1.7413793103448276,6,2.6661235436167365e-05,64,64.0
64,1.7413793103448276,7,4.843726183919835e-05,64,64.0
64,1.7413793103448276,8,0.00751989709062426,63,64.0
64,1.7413793103448276,9,-1.7585966060395708,0,0.0
64,1.7413793103448276,10,0.0003603139583692824,64,64.0
64,1.7413793103448276,11,3.4024433357648093e-06,64,64.0
64,1.7413793103448276,12,-0.9267238115029258,0,0.0
64,1.7413793103448276,13,-1.2131062542070548,0,0.0
64,1.7413793103448276,14,-0.005519768552716143,0,0.0
64,1.7413793103448276,15,-0.04679394232642449,0,0.0
64,1.7413793103448276,16,0.0011535652674088928,64,64.0
64,1.7413793103448276,17,-0.40080943321941753,0,0.0
64,1.7413793103448276,18,-3.515326164999613,0,0.0
64,1.7413793103448276,19,0.00011655816123796913,64,64.0
64,1.8448275862068966,0,-0.5864686190613982,0,0.0
64,1.8448275862068966,1,-1.499894784975942,0,0.0
64,1.8448275862068966,2,0.04320773333027657,64,64.0
64,1.8448275862068966,3,0.008104082338152841,64,64.0
64,1.8448275862068966,4,1.2456809325405134e-05,64,64.0
64,1.8448275862068966,5,-0.09470632881571735,0,0.0
64,1.8448275862068966,6,1.3054580991599246e-05,64,64.0
64,1.8448275862068966,7,2.950331597909449e-05,64,64.0
64,1.8448275862068966,8,0.01697874815508788,64,64.0
64,1.8448275862068966,9,-1.814968106204784,0,0.0
64,1.8448275862068966,10,0.0005394508914887531,64,64.0
64,1.8448275862068966,11,1.5650572033422402e-06,64,64.0
64,1.8448275862068966,12,-0.9460012247621952,0,0.0
64,1.8448275862068966,13,-1.2599767602500638,0,0.0
64,1.8448275862068966,14,-0.005168597513069688,0,0.0
64,1.8448275862068966,15,-0.03310229836785317,0,0.0
64,1.8448275862068966,16,0.000697633470649014,64,64.0
64,1.8448275862068966,17,-0.4144708347518904,0,0.0
64,1.8448275862068966,18,-3.7537672103942317,0,0.0
64,1.8448275862068966,19,-0.0002380081743094488,0,0.0
64,1.9482758620689655,0,-0.6336570525964582,0,0.0
64,1.9482758620689655,1,-1.5811805080334957,0,0.0
64,1.9482758620689655,2,0.02106309577947318,64,64.0
64,1.9482758620689655,3,0.006236936340885247,64,64.0
64,1.9482758620689655,4,1.0621530866570801e-05,64,64.0
64,1.9482758620689655,5,-0.09358714535358667,0,0.0
64,1.9482758620689655,6,6.666929815918108e-06,64,64.0
64,1.9482758620689655,7,1.8030402490585933e-05,64,64.0
64,1.9482758620689655,8,0.024612786409134228,63,64.0
64,1.9482758620689655,9,-1.8933182241445863,0,0.0
64,1.9482758620689655,10,0.00019202848026731955,64,64.0
64,1.9482758620689655,11,7.282742557006468e-07,0,0.0
64,1.9482758620689655,12,-0.9387095482964112,0,0.0
64,1.9482758620689655,13,-1.282462263772347,0,0.0
64,1.9482758620689655,14,-0.004880994314821123,0,0.0
64,1.9482758620689655,15,-0.02584833146152008,0,0.0
64,1.9482758620689655,16,0.00043751007588564445,64,64.0
64,1.9482758620689655,17,-0.4439576036907959,0,0.0
64,1.9482758620689655,18,-3.990725103543921,0,0.0
64,1.9482758620689655,19,-0.0005574213358875202,0,0.0
64,2.0517241379310347,0,-0.7035262440570381,0,0.0
64,2.0517241379310347,1,-1.6691008285379085,0,0.0
64,2.0517241379310347,2,0.014796915385245189,64,64.0
64,2.0517241379310347,3,0.004895241918595763,64,64.0
64,2.0517241379310347,4,5.549719124027886e-06,64,64.0
64,2.0517241379310347,5,-0.0971940291352841,0,0.0
64,2.0517241379310347,6,3.4643478690187104e-06,64,64.0
64,2.0517241379310347,7,1.0947604770055322e-05,64,64.0
64,2.0517241379310347,8,-0.0523272214851641,0,0.0
64,2.0517241379310347,9,-1.992821500321273,0,0.0
64,2.0517241379310347,10,0.00014577214014834834,64,64.0
64,2.0517241379310347,11,3.3728654143241325e-07,0,0.0
64,2.0517241379310347,12,-1.0144052768163463,0,0.0
64,2.0517241379310347,13,-1.3126830562250758,0,0.0
64,2.0517241379310347,14,-0.004637085519309899,0,0.0
64,2.0517241379310347,15,-0.021259112895703917,0,0.0
64,2.0517241379310347,16,0.00027883266884446307,64,64.0
64,2.0517241379310347,17,-0.5203021564379378,0,0.0
64,2.0517241379310347,18,-4.2313223908010205,0,0.0
64,2.0517241379310347,19,-0.0017776154680983671,0,0.0
64,2.155172413793103,0,-0.7493198665700587,0,0.0
64,2.155172413793103,1,-1.7723106403489137,0,0.0
64,2.155172413793103,2,0.01130969186671578,64,64.0
64,2.155172413793103,3,0.003908430419781859,64,64.0
64,2.155172413793103,4,2.802260611222143e-06,64,64.0
64,2.155172413793103,5,-0.10544680500477674,0,0.0
64,2.155172413793103,6,1.8421131430583032e-06,64,64.0
64,2.155172413793103,7,6.667169590175438e-06,64,64.0
64,2.155172413793103,8,-0.02044273206732172,0,0.0
64,2.155172413793103,9,-2.0580822675111756,0,0.0
64,2.155172413793103,10,0.00018249469594772458,64,64.0
64,2.155172413793103,11,1.5764557752255007e-07,0,0.0
64,2.155172413793103,12,-0.9813135113999469,0,0.0
64,2.155172413793103,13,-1.31596329509767,0,0.0
64,2.155172413793103,14,-0.004431282157456369,0,0.0
64,2.155172413793103,15,-0.018289966651911505,0,0.0
64,2.155172413793103,16,0.00018095767240798984,64,64.0
64,2.155172413793103,17,-0.5207254526602225,0,0.0
64,2.155172413793103,18,-4.47120117606891,0,0.0
64,2.155172413793103,19,-0.0011135405228644931,0,0.0
64,2.2586206896551726,0,-0.7427267936756573,0,0.0
64,2.2586206896551726,1,-1.9012384916531964,0,0.0
64,2.2586206896551726,2,0.008904593542627522,64,64.0
64,2.2586206896551726,3,0.0031450380263370924,64,64.0
64,2.2586206896551726,4,1.4280863024616537e-06,64,64.0
64,2.2586206896551726,5,-0.12393971354391518,0,0.0
64,2.2586206896551726,6,9.857555363121272e-07,0,0.0
64,2.2586206896551726,7,4.0335713975523994e-06,64,64.0
64,2.2586206896551726,8,0.014080178923486716,63,64.0
64,2.2586206896551726,9,-2.143905108214749,0,0.0
64,2.2586206896551726,10,4.513081273487576e-05,64,64.0
64,2.2586206896551726,11,7.322856341832254e-08,0,0.0
64,2.2586206896551726,12,-1.1718642824720353,0,0.0
64,2.2586206896551726,13,-1.3433471465342683,0,0.0
64,2.2586206896551726,14,-0.004251214962545669,0,0.0
64,2.2586206896551726,15,-0.016297025170976656,0,0.0
64,2.2586206896551726,16,0.00011807983996000824,64,64.0
64,2.2586206896551726,17,-0.5393996811135296,0,0.0
64,2.2586206896551726,18,-4.7155214348369725,0,0.0
64,2.2586206896551726,19,-0.0009513027772746838,0,0.0
64,2.362068965517241,0,-0.7813337074400613,0,0.0
64,2.362068965517241,1,-1.9788929962324346,0,0.0
64,2.362068965517241,2,0.0070245192772230855,64,64.0
64,2.362068965517241,3,0.0025529914988769546,64,64.0
64,2.362068965517241,4,7.43783050483337e-07,0,0.0
64,2.362068965517241,5,-0.11485955693493295,0,0.0
64,2.362068965517241,6,5.358030079279986e-07,0,0.0
64,2.362068965517241,7,2.447833280713929e-06,64,64.0
64,2.362068965517241,8,0.04297030405242251,64,64.0
64,2.362068965517241,9,-2.2341405533433085,0,0.0
64,2.362068965517241,10,2.8987426435272313e-05,64,64.0
64,2.362068965517241,11,3.429635461241398e-08,0,0.0
64,2.362068965517241,12,-1.3954189451194154,0,0.0
64,2.362068965517241,13,-1.4465672852742884,0,0.0
64,2.362068965517241,14,-0.004092893754597567,0,0.0
64,2.362068965517241,15,-0.01497646984202874,0,0.0
64,2.362068965517241,16,7.788855977453122e-05,64,64.0
64,2.362068965517241,17,-0.5682395996321984,0,0.0
64,2.362068965517241,18,-4.9613915503110455,0,0.0
64,2.362068965517241,19,-0.001026439012671445,0,0.0
64,2.4655172413793105,0,-0.8331787352936364,0,0.0
64,2.4655172413793105,1,-2.0963165327058326,0,0.0
64,2.4655172413793105,2,0.00541203452057074,64,64.0
64,2.4655172413793105,3,0.00207745895590724,64,64.0
64,2.4655172413793105,4,3.894447257085265e-07,0,0.0
64,2.4655172413793105,5,-0.11429461266799675,0,0.0
64,2.4655172413793105,6,2.9184949563421097e-07,0,0.0
64,2.4655172413793105,7,1.4758294217151086e-06,64,64.0
64,2.4655172413793105,8,0.020834189885440384,63,64.0
64,2.4655172413793105,9,-2.269310632474332,0,0.0
64,2.4655172413793105,10,1.734431859029131e-05,64,64.0
64,2.4655172413793105,11,1.5955052115448794e-08,0,0.0
64,2.4655172413793105,12,-1.4366171315982754,0,0.0
64,2.4655172413793105,13,-1.4853284883807172,0,0.0
64,2.4655172413793105,14,-0.003946090253227715,0,0.0
64,2.4655172413793105,15,-0.014085814169382685,0,0.0
64,2.4655172413793105,16,5.141586134078872e-05,64,64.0
64,2.4655172413793105,17,-0.6127716495245153,0,0.0
64,2.4655172413793105,18,-5.222034132355857,0,0.0
64,2.4655172413793105,19,-0.0010750936749879627,0,0.0
64,2.5689655172413794,0,-0.8867757916555595,0,0.0
64,2.5689655172413794,1,-2.168274070531281,0,0.0
64,2.5689655172413794,2,0.004053638495095172,64,64.0
64,2.5689655172413794,3,0.0016987031351596586,64,64.0
64,2.5689655172413794,4,2.393036564752118e-07,0,0.0
64,2.5689655172413794,5,-0.11940439986856671,0,0.0
64,2.5689655172413794,6,1.610579245565953e-07,0,0.0
64,2.5689655172413794,7,8.927187895956833e-07,0,0.0
64,2.5689655172413794,8,0.033594687296518676,64,64.0
64,2.5689655172413794,9,-2.492456959354361,0,0.0
64,2.5689655172413794,10,0.00032325605567655946,64,64.0
64,2.5689655172413794,11,7.5585109581121e-09,0,0.0
64,2.5689655172413794,12,-1.4806649113587307,0,0.0
64,2.5689655172413794,13,-1.5723535448875254,0,0.0
64,2.5689655172413794,14,-0.0038076293294570817,0,0.0
64,2.5689655172413794,15,-0.013504117218875962,0,0.0
64,2.5689655172413794,16,3.4190817335699585e-05,64,64.0
64,2.5689655172413794,17,-0.6056056407725429,0,0.0
64,2.5689655172413794,18,-5.441859770735398,0,0.0
64,2.5689655172413794,19,-0.0010984547771651437,0,0.0
64,2.6724137931034484,0,-0.9417423067271707,0,0.0
64,2.6724137931034484,1,-2.2793166313178084,0,0.0
64,2.6724137931034484,2,0.0029396619219071514,64,64.0
64,2.6724137931034484,3,0.0013914394603604234,64,64.0
64,2.6724137931034484,4,6.328613506042847e-07,0,0.0
64,2.6724137931034484,5,-0.1337998234131686,0,0.0
64,2.6724137931034484,6,8.953001392236742e-08,0,0.0
64,2.6724137931034484,7,5.391930618037629e-07,0,0.0
64,2.6724137931034484,8,-0.10453393973726677,0,0.0
64,2.6724137931034484,9,-2.598598180020364,0,0.0
64,2.6724137931034484,10,2.4846476088738246e-05,64,64.0
64,2.6724137931034484,11,3.5090964232504364e-09,0,0.0
64,2.6724137931034484,12,-1.574470410967097,0,0.0
64,2.6724137931034484,13,-1.5557795015783078,0,0.0
64,2.6724137931034484,14,-0.0036724760347261504,0,0.0
64,2.6724137931034484,15,-0.013130565073645212,0,0.0
64,2.6724137931034484,16,2.27893742553035e-05,64,64.0
64,2.6724137931034484,17,-0.6155728219361555,0,0.0
64,2.6724137931034484,18,-5.676426744778701,0,0.0
64,2.6724137931034484,19,-0.001104820801074592,0,0.0
64,2.7758620689655173,0,-1.002299477293403,0,0.0
64,2.7758620689655173,1,-2.4209405781534077,0,0.0
64,2.7758620689655173,2,0.00206320506055029,64,64.0
64,2.7758620689655173,3,0.0011386959275178968,64,64.0
64,2.7758620689655173,4,6.060650714479458e-08,0,0.0
64,2.7758620689655173,5,-0.12370500415699859,0,0.0
64,2.7758620689655173,6,4.990615415711447e-08,0,0.0
64,2.7758620689655173,7,3.2361346439144213e-07,0,0.0
64,2.7758620689655173,8,0.025457888925234883,64,64.0
64,2.7758620689655173,9,-2.6215816478107423,0,0.0
64,2.7758620689655173,10,9.167953135588442e-06,64,64.0
64,2.7758620689655173,11,1.634620902935367e-09,0,0.0
64,2.7758620689655173,12,-1.6225898869623092,0,0.0
64,2.7758620689655173,13,-1.531572313162263,0,0.0
64,2.7758620689655173,14,-0.0035386943291254545,0,0.0
64,2.7758620689655173,15,-0.01290252319431541,0,0.0
64,2.7758620689655173,16,1.5154621729728177e-05,64,64.0
64,2.7758620689655173,17,-0.6269308694745286,0,0.0
64,2.7758620689655173,18,-5.91745865563404,0,0.0
64,2.7758620689655173,19,-0.0010971051686976547,0,0.0
64,2.8793103448275863,0,-1.0754647091627325,0,0.0
64,2.8793103448275863,1,-2.4931420041381536,0,0.0
64,2.8793103448275863,2,0.0014190861238472339,64,64.0
64,2.8793103448275863,3,0.0009340989379866577,64,64.0
64,2.8793103448275863,4,3.00980952460964e-08,0,0.0
64,2.8793103448275863,5,-0.11841405745953912,0,0.0
64,2.8793103448275863,6,2.827521168027561e-08,0,0.0
64,2.8793103448275863,7,1.9492246232438777e-07,0,0.0
64,2.8793103448275863,8,0.011473285182678426,64,64.0
64,2.8793103448275863,9,-2.6662095691091316,0,0.0
64,2.8793103448275863,10,5.311587983506699e-06,64,64.0
64,2.8793103448275863,11,1.2909593489684048e-07,0,0.0
64,2.8793103448275863,12,-1.68742837958482,0,0.0
64,2.8793103448275863,13,-1.6574919548526164,0,0.0
64,2.8793103448275863,14,-0.0034100235064707975,0,0.0
64,2.8793103448275863,15,-0.012782202941883437,0,0.0
64,2.8793103448275863,16,1.0127857575440909e-05,64,64.0
64,2.8793103448275863,17,-0.6380969063374587,0,0.0
64,2.8793103448275863,18,-6.1630072886194505,0,0.0
64,2.8793103448275863,19,-0.0010787746276578198,0,0.0
64,2.9827586206896552,0,-1.108467056201508,0,0.0
64,2.9827586206896552,1,-2.5851798459378923,0,0.0
64,2.9827586206896552,2,0.0009558506453859599,64,64.0
64,2.9827586206896552,3,0.0007648762274579681,64,64.0
64,2.9827586206896552,4,1.6344903842568773e-08,0,0.0
